ProductID,OrderQty,UnitPrice
707,1,20.1865
707,2,20.1865
707,4,20.1865
707,1,20.1865
707,1,20.1865
707,4,20.1865
707,1,20.1865
707,3,20.1865
707,4,20.1865
707,2,20.1865
707,1,20.1865
707,1,20.1865
707,1,20.1865
707,2,20.1865
707,4,20.1865
707,1,20.1865
707,2,20.1865
707,4,20.1865
707,5,20.1865
707,2,20.1865
707,2,20.1865
707,4,20.1865
707,4,20.1865
707,3,20.1865
707,4,20.1865
707,5,20.1865
707,2,20.1865
707,1,20.1865
707,2,20.1865
707,2,20.1865
707,5,20.1865
707,2,20.1865
707,1,20.1865
707,4,20.1865
707,5,20.1865
707,4,20.1865
707,5,20.1865
707,2,20.1865
707,5,20.1865
707,2,20.1865
707,1,20.1865
707,1,20.1865
707,2,20.1865
707,4,20.1865
707,1,20.1865
707,3,20.1865
707,3,20.1865
707,3,20.1865
707,1,20.1865
707,1,20.1865
707,1,20.1865
707,1,20.1865
707,2,20.1865
707,2,20.1865
707,1,20.1865
707,2,20.1865
707,3,20.1865
707,3,20.1865
707,1,20.1865
707,2,20.1865
707,5,20.1865
707,1,20.1865
707,2,20.1865
707,2,20.1865
707,8,20.1865
707,2,20.1865
707,9,20.1865
707,1,20.1865
707,1,20.1865
707,6,20.1865
707,2,20.1865
707,4,20.1865
707,3,20.1865
707,3,20.1865
707,3,20.1865
707,4,20.1865
707,4,20.1865
707,3,20.1865
707,10,20.1865
707,5,20.1865
707,1,20.1865
707,1,20.1865
707,2,20.1865
707,1,20.1865
707,6,20.1865
707,4,20.1865
707,2,20.1865
707,4,20.1865
707,1,20.1865
707,1,20.1865
707,2,20.1865
707,4,20.1865
707,3,20.1865
707,1,20.1865
707,3,20.1865
707,4,20.1865
707,3,20.1865
707,1,20.1865
707,1,20.1865
707,2,20.1865
707,10,20.1865
707,4,20.1865
707,3,20.1865
707,3,20.1865
707,6,20.1865
707,2,20.1865
707,2,20.1865
707,4,20.1865
707,1,20.1865
707,3,20.1865
707,1,20.1865
707,2,20.1865
707,3,20.1865
707,2,20.1865
707,2,20.1865
707,3,20.1865
707,1,20.1865
707,1,20.1865
707,5,20.1865
707,2,20.1865
707,1,20.1865
707,5,20.1865
707,1,20.1865
707,6,20.1865
707,1,20.1865
707,1,20.1865
707,2,20.1865
707,6,20.1865
707,4,20.1865
707,2,20.1865
707,1,20.1865
707,3,20.1865
707,1,20.1865
707,5,20.1865
707,3,20.1865
707,4,20.1865
707,1,20.1865
707,3,20.1865
707,1,20.1865
707,3,20.1865
707,3,20.1865
707,2,20.1865
707,1,20.1865
707,1,20.1865
707,1,20.1865
707,2,20.1865
707,3,20.1865
707,1,20.1865
707,1,20.1865
707,3,20.1865
707,1,20.1865
707,2,20.1865
707,2,20.1865
707,5,20.1865
707,4,20.1865
707,2,20.1865
707,2,20.1865
707,4,20.1865
707,2,20.1865
707,4,20.1865
707,5,20.1865
707,2,20.1865
707,2,20.1865
707,3,20.1865
707,7,20.1865
707,6,20.1865
707,2,20.1865
707,2,20.1865
707,3,20.1865
707,5,20.1865
707,3,20.1865
707,2,20.1865
707,7,20.1865
707,3,20.1865
707,5,20.1865
707,5,20.1865
707,5,20.1865
707,2,20.1865
707,2,20.1865
707,5,20.1865
707,3,20.1865
707,7,20.1865
707,3,20.1865
707,1,20.1865
707,3,20.1865
707,4,20.1865
707,1,20.1865
707,1,20.1865
707,3,20.1865
707,3,20.1865
707,2,20.1865
707,4,20.1865
707,2,20.1865
707,4,20.1865
707,3,20.1865
707,2,20.1865
707,1,20.1865
707,1,20.1865
707,1,20.1865
707,6,20.1865
